group,old_url,new_url,note
a-muru-ru,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskiy-salatnik-volna-158348177/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-3/,
c-cyrillic-staging,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0052/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-3/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskoe-blyudtse-volna/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-4/,
c-cyrillic-staging,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0053/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-4/,
a-muru-ru,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/keramicheskoe-servirovochnoe-blyudo-liniya/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-5/,
c-cyrillic-staging,/catalog/кухня-и-столовая/текстиль-для-кухни-и-столовой/MU0054/,/catalog/kukhnya-i-stolovaya/tekstil-dlya-kukhni-i-stolovoy/lnyanaya-skatert-tikhiy-dom-5/,
a-muru-ru,/catalog/tekstil/spalnya/keramicheskoe-glubokoe-blyudo-liniya/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok/,
c-cyrillic-staging,/catalog/текстиль/спальня/MU0055/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok/,
a-muru-ru,/catalog/tekstil/spalnya/keramicheskiy-salatnik-liniya/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-2/,
c-cyrillic-staging,/catalog/текстиль/спальня/MU0056/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-2/,
a-muru-ru,/catalog/tekstil/spalnya/dekorativnye-podstavki-dlya-knig-s-imitatsiey-knig/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-3/,
c-cyrillic-staging,/catalog/текстиль/спальня/MU0057/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-3/,
a-muru-ru,/catalog/tekstil/spalnya/dekorativnye-podstavki-dlya-knig/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-4/,
c-cyrillic-staging,/catalog/текстиль/спальня/MU0058/,/catalog/tekstil/spalnya/postelnoe-bele-tishina-naturalnyy-neokrashennyy-khlopok-4/,
