sku,crm_name,crm_category,crm_subcategory,current_url,muru_url,muru_slug,muru_slug_clean,bitrix_title,translit_name_slug,clean_matches_name,clean_matches_bitrix_title,base_slug,collision_index,final_slug,source,top_final_slug,leaf_final_slug,final_url
MU0001,"Керамический подсвечник ""Тихая Земля малый""",Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0001/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/keramicheskiy-podsvechnik-tikhaya-zemlya/,keramicheskiy-podsvechnik-tikhaya-zemlya,yes,"Керамический подсвечник ""Тихая Земля малый""",keramicheskiy-podsvechnik-tikhaya-zemlya-malyy,no,no,keramicheskiy-podsvechnik-tikhaya-zemlya-malyy,,keramicheskiy-podsvechnik-tikhaya-zemlya-malyy,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/keramicheskiy-podsvechnik-tikhaya-zemlya-malyy/
MU0002,"Кемический подсвечник ""Тихая Земля большой""",Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0002/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/micheskiy-podsvechnik-tikhaya-zemlya/,micheskiy-podsvechnik-tikhaya-zemlya,yes,"Кемический подсвечник ""Тихая Земля большой""",kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy,no,no,kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy,,kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy/
MU0003,"Кемический подсвечник ""Тихая Земля большой""",Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0003/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/micheskiy-podsvechnik-tikhaya-zemlya-1540368624/,micheskiy-podsvechnik-tikhaya-zemlya-1540368624,no,"Кемический подсвечник ""Тихая Земля большой""",kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy,,,kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy,2,kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/kemicheskiy-podsvechnik-tikhaya-zemlya-bolshoy-2/
MU0004,"Керамический подсвечник ""Тихая Земля малый""",Вазы и аксессуары,Подсвечники,/catalog/вазы-и-аксессуары/подсвечники/MU0004/,https://muru.ru/catalog/vazy-i-aksessuary/podsvechniki/micheskiy-podsvechnik-tikhaya-zemlya-1872192570/,micheskiy-podsvechnik-tikhaya-zemlya-1872192570,no,"Керамический подсвечник ""Тихая Земля малый""",keramicheskiy-podsvechnik-tikhaya-zemlya-malyy,,,keramicheskiy-podsvechnik-tikhaya-zemlya-malyy,2,keramicheskiy-podsvechnik-tikhaya-zemlya-malyy-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,podsvechniki,/catalog/vazy-i-aksessuary/podsvechniki/keramicheskiy-podsvechnik-tikhaya-zemlya-malyy-2/
MU0005,"Керамическая ваза ""Тихая земля""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0005/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskiy-podsvechnik/,keramicheskiy-podsvechnik,yes,"Керамическая ваза ""Тихая земля""",keramicheskaya-vaza-tikhaya-zemlya,no,no,keramicheskaya-vaza-tikhaya-zemlya,,keramicheskaya-vaza-tikhaya-zemlya,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-tikhaya-zemlya/
MU0006,"Керамическая ваза ""Тихая земля""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0006/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskiy-podsvechnik-1839148241/,keramicheskiy-podsvechnik-1839148241,no,"Керамическая ваза ""Тихая земля""",keramicheskaya-vaza-tikhaya-zemlya,,,keramicheskaya-vaza-tikhaya-zemlya,2,keramicheskaya-vaza-tikhaya-zemlya-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-tikhaya-zemlya-2/
MU0007,"Керамическая ваза ""Тихая земля""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0007/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskiy-podsvechnik-1929190593/,keramicheskiy-podsvechnik-1929190593,no,"Керамическая ваза ""Тихая земля""",keramicheskaya-vaza-tikhaya-zemlya,,,keramicheskaya-vaza-tikhaya-zemlya,3,keramicheskaya-vaza-tikhaya-zemlya-3,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-tikhaya-zemlya-3/
MU0008,"Керамическая ваза ""Тихая земля""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0008/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskiy-podsvechnik-792922840/,keramicheskiy-podsvechnik-792922840,no,"Керамическая ваза ""Тихая земля""",keramicheskaya-vaza-tikhaya-zemlya,,,keramicheskaya-vaza-tikhaya-zemlya,4,keramicheskaya-vaza-tikhaya-zemlya-4,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-tikhaya-zemlya-4/
MU0009,"Керамическая ваза ""Форма света""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0009/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskiy-podsvechnik-1317933197/,keramicheskiy-podsvechnik-1317933197,no,"Керамическая ваза ""Форма света""",keramicheskaya-vaza-forma-sveta,,,keramicheskaya-vaza-forma-sveta,,keramicheskaya-vaza-forma-sveta,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-forma-sveta/
MU0010,"Керамическая ваза ""Форма света""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0010/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskiy-podsvechnik-2134917596/,keramicheskiy-podsvechnik-2134917596,no,"Керамическая ваза ""Форма света""",keramicheskaya-vaza-forma-sveta,,,keramicheskaya-vaza-forma-sveta,2,keramicheskaya-vaza-forma-sveta-2,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-forma-sveta-2/
MU0011,"Керамическая ваза ""Форма света""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0011/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskiy-podsvechnik-1985720063/,keramicheskiy-podsvechnik-1985720063,no,"Керамическая ваза ""Форма света""",keramicheskaya-vaza-forma-sveta,,,keramicheskaya-vaza-forma-sveta,3,keramicheskaya-vaza-forma-sveta-3,autotranslit (muru.ru slug has Bitrix suffix),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-forma-sveta-3/
MU0012,"Керамическая ваза ""Форма света""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0012/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza/,keramicheskaya-vaza,yes,"Керамическая ваза ""Форма света""",keramicheskaya-vaza-forma-sveta,no,no,keramicheskaya-vaza-forma-sveta,4,keramicheskaya-vaza-forma-sveta-4,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-forma-sveta-4/
MU0013,"Керамический салатник ""Живая форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0013/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-2085762297/,keramicheskaya-vaza-2085762297,no,"Керамический салатник ""Живая форма""",keramicheskiy-salatnik-zhivaya-forma,,,keramicheskiy-salatnik-zhivaya-forma,,keramicheskiy-salatnik-zhivaya-forma,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-zhivaya-forma/
MU0014,"Суповое блюдо керамическое ""Живая форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0014/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-437262777/,keramicheskaya-vaza-437262777,no,"Суповое блюдо керамическое ""Живая форма""",supovoe-blyudo-keramicheskoe-zhivaya-forma,,,supovoe-blyudo-keramicheskoe-zhivaya-forma,,supovoe-blyudo-keramicheskoe-zhivaya-forma,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/supovoe-blyudo-keramicheskoe-zhivaya-forma/
MU0015,"Салатник керамический ""Живая форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0015/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya/,keramicheskaya-vaza-tikhaya-zemlya,yes,"Салатник керамический ""Живая форма""",salatnik-keramicheskiy-zhivaya-forma,no,no,salatnik-keramicheskiy-zhivaya-forma,,salatnik-keramicheskiy-zhivaya-forma,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/salatnik-keramicheskiy-zhivaya-forma/
MU0016,"Керамическое блюдо с ручками ""Живая форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0016/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-763544108/,keramicheskaya-vaza-tikhaya-zemlya-763544108,no,"Керамическое блюдо с ручками ""Живая форма""",keramicheskoe-blyudo-s-ruchkami-zhivaya-forma,,,keramicheskoe-blyudo-s-ruchkami-zhivaya-forma,,keramicheskoe-blyudo-s-ruchkami-zhivaya-forma,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-s-ruchkami-zhivaya-forma/
MU0017,"Керамическое сервировочное блюдо с ручками ""Живая форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0017/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-1059066947/,keramicheskaya-vaza-tikhaya-zemlya-1059066947,no,"Керамическое сервировочное блюдо с ручками ""Живая форма""",keramicheskoe-servirovochnoe-blyudo-s-ruchkami-zhivaya-forma,,,keramicheskoe-servirovochnoe-blyudo-s-ruchkami-zhivaya-forma,,keramicheskoe-servirovochnoe-blyudo-s-ruchkami-zhivaya-forma,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-s-ruchkami-zhivaya-forma/
MU0018,"Керамическое сервировочное блюдо ""Глубина""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0018/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-tikhaya-zemlya-1448342283/,keramicheskaya-vaza-tikhaya-zemlya-1448342283,no,"Керамическое сервировочное блюдо ""Глубина""",keramicheskoe-servirovochnoe-blyudo-glubina,,,keramicheskoe-servirovochnoe-blyudo-glubina,,keramicheskoe-servirovochnoe-blyudo-glubina,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-glubina/
MU0019,"Керамическая тарелка ""Глубина""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0019/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta/,keramicheskaya-vaza-forma-sveta,yes,"Керамическая тарелка ""Глубина""",keramicheskaya-tarelka-glubina,no,no,keramicheskaya-tarelka-glubina,,keramicheskaya-tarelka-glubina,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-glubina/
MU0020,"Керамическая тарелка ""Глубина""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0020/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-91552538/,keramicheskaya-vaza-forma-sveta-91552538,no,"Керамическая тарелка ""Глубина""",keramicheskaya-tarelka-glubina,,,keramicheskaya-tarelka-glubina,2,keramicheskaya-tarelka-glubina-2,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-glubina-2/
MU0021,"Керамическая кружка ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0021/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1418829749/,keramicheskaya-vaza-forma-sveta-1418829749,no,"Керамическая кружка ""Муджи""",keramicheskaya-kruzhka-mudzhi,,,keramicheskaya-kruzhka-mudzhi,,keramicheskaya-kruzhka-mudzhi,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-kruzhka-mudzhi/
MU0022,"Керамическое сервировочное блюдо  ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0022/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1827873292/,keramicheskaya-vaza-forma-sveta-1827873292,no,"Керамическое сервировочное блюдо  ""Муджи""",keramicheskoe-servirovochnoe-blyudo-mudzhi,,,keramicheskoe-servirovochnoe-blyudo-mudzhi,,keramicheskoe-servirovochnoe-blyudo-mudzhi,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-mudzhi/
MU0023,"Керамическая чайная пара  ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0023/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-535764464/,keramicheskaya-vaza-forma-sveta-535764464,no,"Керамическая чайная пара  ""Муджи""",keramicheskaya-chaynaya-para-mudzhi,,,keramicheskaya-chaynaya-para-mudzhi,,keramicheskaya-chaynaya-para-mudzhi,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-chaynaya-para-mudzhi/
MU0024,"Керамическая тарелка ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0024/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-837140377/,keramicheskaya-vaza-forma-sveta-837140377,no,"Керамическая тарелка ""Муджи""",keramicheskaya-tarelka-mudzhi,,,keramicheskaya-tarelka-mudzhi,,keramicheskaya-tarelka-mudzhi,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-mudzhi/
MU0025,"Керамическая тарелка ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0025/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-forma-sveta-1982679724/,keramicheskaya-vaza-forma-sveta-1982679724,no,"Керамическая тарелка ""Муджи""",keramicheskaya-tarelka-mudzhi,,,keramicheskaya-tarelka-mudzhi,2,keramicheskaya-tarelka-mudzhi-2,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-mudzhi-2/
MU0026,"Керамическая тарелка ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0026/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-1330595094/,keramicheskaya-vaza-1330595094,no,"Керамическая тарелка ""Муджи""",keramicheskaya-tarelka-mudzhi,,,keramicheskaya-tarelka-mudzhi,3,keramicheskaya-tarelka-mudzhi-3,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-mudzhi-3/
MU0027,"Керамическая тарелка ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0027/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-vaza-185688339/,keramicheskaya-vaza-185688339,no,"Керамическая тарелка ""Муджи""",keramicheskaya-tarelka-mudzhi,,,keramicheskaya-tarelka-mudzhi,4,keramicheskaya-tarelka-mudzhi-4,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-mudzhi-4/
MU0028,"Керамическая чашка ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0028/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-derzhatel-dlya-salfetok/,keramicheskiy-derzhatel-dlya-salfetok,yes,"Керамическая чашка ""Муджи""",keramicheskaya-chashka-mudzhi,no,no,keramicheskaya-chashka-mudzhi,,keramicheskaya-chashka-mudzhi,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-chashka-mudzhi/
MU0029,"Керамический салатник ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0029/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/podnos-s-rotangovym-osnovaniem/,podnos-s-rotangovym-osnovaniem,yes,"Керамический салатник ""Муджи""",keramicheskiy-salatnik-mudzhi,no,no,keramicheskiy-salatnik-mudzhi,,keramicheskiy-salatnik-mudzhi,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-mudzhi/
MU0030,"Керамический салатник ""Муджи""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0030/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/korzina-dlya-khraneniya-s-pletyenoy-vstavkoy/,korzina-dlya-khraneniya-s-pletyenoy-vstavkoy,yes,"Керамический салатник ""Муджи""",keramicheskiy-salatnik-mudzhi,no,no,keramicheskiy-salatnik-mudzhi,2,keramicheskiy-salatnik-mudzhi-2,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-mudzhi-2/
MU0031,"Керамический салатник ""Волна""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0031/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/servirovochnoe-blyudo-na-nozhke/,servirovochnoe-blyudo-na-nozhke,yes,"Керамический салатник ""Волна""",keramicheskiy-salatnik-volna,no,no,keramicheskiy-salatnik-volna,,keramicheskiy-salatnik-volna,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-volna/
MU0032,"Керамическая чашка ""Волна""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0032/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-zhivaya-forma/,keramicheskiy-salatnik-zhivaya-forma,yes,"Керамическая чашка ""Волна""",keramicheskaya-chashka-volna,no,no,keramicheskaya-chashka-volna,,keramicheskaya-chashka-volna,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-chashka-volna/
MU0033,"Керамический салатник ""Волна""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0033/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/supovoe-blyudo-keramicheskoe-zhivaya-forma/,supovoe-blyudo-keramicheskoe-zhivaya-forma,yes,"Керамический салатник ""Волна""",keramicheskiy-salatnik-volna,no,no,keramicheskiy-salatnik-volna,2,keramicheskiy-salatnik-volna-2,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-volna-2/
MU0034,"Керамическое блюдце ""Волна""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0034/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/salatnik-keramicheskiy-zhivaya-forma/,salatnik-keramicheskiy-zhivaya-forma,yes,"Керамическое блюдце ""Волна""",keramicheskoe-blyudtse-volna,no,no,keramicheskoe-blyudtse-volna,,keramicheskoe-blyudtse-volna,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudtse-volna/
MU0035,"Керамическое сервировочное блюдо ""Линия""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0035/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-s-ruchkami-zhivaya-forma/,keramicheskoe-blyudo-s-ruchkami-zhivaya-forma,yes,"Керамическое сервировочное блюдо ""Линия""",keramicheskoe-servirovochnoe-blyudo-liniya,no,no,keramicheskoe-servirovochnoe-blyudo-liniya,,keramicheskoe-servirovochnoe-blyudo-liniya,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-liniya/
MU0036,"Керамическое глубокое блюдо ""Линия""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0036/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-s-ruchkami-zhivaya-forma/,keramicheskoe-servirovochnoe-blyudo-s-ruchkami-zhivaya-forma,yes,"Керамическое глубокое блюдо ""Линия""",keramicheskoe-glubokoe-blyudo-liniya,no,no,keramicheskoe-glubokoe-blyudo-liniya,,keramicheskoe-glubokoe-blyudo-liniya,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-glubokoe-blyudo-liniya/
MU0037,"Керамический салатник ""Линия""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0037/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-glubina/,keramicheskoe-servirovochnoe-blyudo-glubina,yes,"Керамический салатник ""Линия""",keramicheskiy-salatnik-liniya,no,no,keramicheskiy-salatnik-liniya,,keramicheskiy-salatnik-liniya,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik-liniya/
MU0038,"Керамическая ваза ""Глина""",Вазы и аксессуары,Вазы и кувшины,/catalog/вазы-и-аксессуары/вазы-и-кувшины/MU0038/,https://muru.ru/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-tarelka-glubina/,keramicheskaya-tarelka-glubina,yes,"Керамическая ваза ""Глина""",keramicheskaya-vaza-glina,no,no,keramicheskaya-vaza-glina,,keramicheskaya-vaza-glina,autotranslit (muru.ru slug describes another product),vazy-i-aksessuary,vazy-i-kuvshiny,/catalog/vazy-i-aksessuary/vazy-i-kuvshiny/keramicheskaya-vaza-glina/
MU0039,"Керамическое сервировочное блюдо ""Глина""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0039/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-tarelka-glubina-704636890/,keramicheskaya-tarelka-glubina-704636890,no,"Керамическое сервировочное блюдо ""Глина""",keramicheskoe-servirovochnoe-blyudo-glina,,,keramicheskoe-servirovochnoe-blyudo-glina,,keramicheskoe-servirovochnoe-blyudo-glina,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-glina/
MU0040,Керамический салатник,Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0040/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-kruzhka-mudzhi/,keramicheskaya-kruzhka-mudzhi,yes,Керамический салатник,keramicheskiy-salatnik,no,no,keramicheskiy-salatnik,,keramicheskiy-salatnik,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskiy-salatnik/
MU0041,"Керамическое глубокое блюдо ""Форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0041/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-servirovochnoe-blyudo-mudzhi/,keramicheskoe-servirovochnoe-blyudo-mudzhi,yes,"Керамическое глубокое блюдо ""Форма""",keramicheskoe-glubokoe-blyudo-forma,no,no,keramicheskoe-glubokoe-blyudo-forma,,keramicheskoe-glubokoe-blyudo-forma,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-glubokoe-blyudo-forma/
MU0042,"Керамическое блюдо ""Форма""",Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0042/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/keramicheskaya-chaynaya-para-mudzhi/,keramicheskaya-chaynaya-para-mudzhi,yes,"Керамическое блюдо ""Форма""",keramicheskoe-blyudo-forma,no,no,keramicheskoe-blyudo-forma,,keramicheskoe-blyudo-forma,autotranslit (muru.ru slug describes another product),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/keramicheskoe-blyudo-forma/
