sku,crm_name,crm_category,crm_subcategory,current_url,muru_url,muru_slug,muru_slug_clean,bitrix_title,translit_name_slug,clean_matches_name,clean_matches_bitrix_title,base_slug,collision_index,final_slug,source,top_final_slug,leaf_final_slug,final_url
MU0084,Бумага крафт,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0084/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1826246095/,postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1826246095,no,Бумага крафт,bumaga-kraft,,,bumaga-kraft,,bumaga-kraft,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/bumaga-kraft/
MU0085,Основа под венок,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0085/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1221413552/,postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1221413552,no,Основа под венок,osnova-pod-venok,,,osnova-pod-venok,,osnova-pod-venok,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/osnova-pod-venok/
MU0086,Основа под венок,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0086/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1017225801/,postelnoe-belye-tishina-naturalnyy-neokrashennyy-khlopok-1017225801,no,Основа под венок,osnova-pod-venok,,,osnova-pod-venok,2,osnova-pod-venok-2,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/osnova-pod-venok-2/
MU0087,Основа под венок,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0087/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-blown/,vaza-steklyannaya-blown,yes,Основа под венок,osnova-pod-venok,no,no,osnova-pod-venok,3,osnova-pod-venok-3,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/osnova-pod-venok-3/
MU0088,Кашпо плетеное,Флористика,Горшки и кашпо,/catalog/флористика/горшки-и-кашпо/MU0088/,https://muru.ru/catalog/floristika-dlya-doma/gorshki-i-kashpo/vaza-steklyannaya-batter/,vaza-steklyannaya-batter,yes,Кашпо плетеное,kashpo-pletenoe,no,no,kashpo-pletenoe,,kashpo-pletenoe,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,gorshki-i-kashpo,/catalog/floristika-dlya-doma/gorshki-i-kashpo/kashpo-pletenoe/
MU0089,Кензан флористический,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0089/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-grey/,vaza-steklyannaya-grey,yes,Кензан флористический,kenzan-floristicheskiy,no,no,kenzan-floristicheskiy,,kenzan-floristicheskiy,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/kenzan-floristicheskiy/
MU0090,Корзина плетеная,Натуральный декор,Корзины и плетеные изделия,/catalog/натуральный-декор/корзины-и-плетеные-изделия/MU0090/,https://muru.ru/catalog/naturalnyy-dekor/korziny-i-pletenye-izdeliya/vaza-steklyannaya-grey-635393983/,vaza-steklyannaya-grey-635393983,no,Корзина плетеная,korzina-pletenaya,,,korzina-pletenaya,,korzina-pletenaya,autotranslit (muru.ru slug has Bitrix suffix),naturalnyy-dekor,korziny-i-pletenye-izdeliya,/catalog/naturalnyy-dekor/korziny-i-pletenye-izdeliya/korzina-pletenaya/
MU0091,Лента атлас,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0091/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-vsplesk/,vaza-steklyannaya-vsplesk,yes,Лента атлас,lenta-atlas,no,no,lenta-atlas,,lenta-atlas,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-atlas/
MU0092,Лента атлас,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0092/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-tyulpan/,vaza-steklyannaya-tyulpan,yes,Лента атлас,lenta-atlas,no,no,lenta-atlas,2,lenta-atlas-2,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-atlas-2/
MU0093,"Лента декоративная ""Кружево""",Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0093/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-tyulpan-1891142089/,vaza-steklyannaya-tyulpan-1891142089,no,"Лента декоративная ""Кружево""",lenta-dekorativnaya-kruzhevo,,,lenta-dekorativnaya-kruzhevo,,lenta-dekorativnaya-kruzhevo,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-dekorativnaya-kruzhevo/
MU0094,"Лента декоративная ""Кружево""",Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0094/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-vabi-sabi/,vaza-steklyannaya-vabi-sabi,yes,"Лента декоративная ""Кружево""",lenta-dekorativnaya-kruzhevo,no,no,lenta-dekorativnaya-kruzhevo,2,lenta-dekorativnaya-kruzhevo-2,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-dekorativnaya-kruzhevo-2/
MU0095,Лента декоративная (бархат),Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0095/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh/,keramicheskoe-kashpo-vintazh,yes,Лента декоративная (бархат),lenta-dekorativnaya-barkhat,no,no,lenta-dekorativnaya-barkhat,,lenta-dekorativnaya-barkhat,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-dekorativnaya-barkhat/
MU0096,Лента декоративная (бархат),Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0096/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1254545675/,keramicheskoe-kashpo-vintazh-1254545675,no,Лента декоративная (бархат),lenta-dekorativnaya-barkhat,,,lenta-dekorativnaya-barkhat,2,lenta-dekorativnaya-barkhat-2,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-dekorativnaya-barkhat-2/
MU0097,Лента органза,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0097/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1093105858/,keramicheskoe-kashpo-vintazh-1093105858,no,Лента органза,lenta-organza,,,lenta-organza,,lenta-organza,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-organza/
MU0098,Лента органза,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0098/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/keramicheskoe-kashpo-vintazh-1902111660/,keramicheskoe-kashpo-vintazh-1902111660,no,Лента органза,lenta-organza,,,lenta-organza,2,lenta-organza-2,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/lenta-organza-2/
MU0099,"Пленка матовая ""Дымка""",Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0099/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka/,podsvechnik-metallicheskiy-kuvshinka,yes,"Пленка матовая ""Дымка""",plenka-matovaya-dymka,no,no,plenka-matovaya-dymka,,plenka-matovaya-dymka,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/plenka-matovaya-dymka/
MU0100,"Пленка матовая ""Дымка""",Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0100/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka-87241257/,podsvechnik-metallicheskiy-kuvshinka-87241257,no,"Пленка матовая ""Дымка""",plenka-matovaya-dymka,,,plenka-matovaya-dymka,2,plenka-matovaya-dymka-2,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/plenka-matovaya-dymka-2/
MU0101,"Пленка матовая  полупрозрачная""Дымка""",Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0101/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/podsvechnik-metallicheskiy-kuvshinka-416675270/,podsvechnik-metallicheskiy-kuvshinka-416675270,no,"Пленка матовая  полупрозрачная""Дымка""",plenka-matovaya-poluprozrachnaya-dymka,,,plenka-matovaya-poluprozrachnaya-dymka,,plenka-matovaya-poluprozrachnaya-dymka,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/plenka-matovaya-poluprozrachnaya-dymka/
MU0102,Секатор,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0102/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-chloe/,vaza-steklyannaya-chloe,yes,Секатор,sekator,no,no,sekator,,sekator,autotranslit (muru.ru slug describes another product),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/sekator/
MU0103,Секатор,Флористика,Флористический инструмент,/catalog/флористика/флористический-инструмент/MU0103/,https://muru.ru/catalog/floristika-dlya-doma/floristicheskiy-instrument/vaza-steklyannaya-chloe-1556590875/,vaza-steklyannaya-chloe-1556590875,no,Секатор,sekator,,,sekator,2,sekator-2,autotranslit (muru.ru slug has Bitrix suffix),floristika-dlya-doma,floristicheskiy-instrument,/catalog/floristika-dlya-doma/floristicheskiy-instrument/sekator-2/
MU0104,Декоративное блюдо керамическое,Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0104/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/dekorativnoe-blyudo-keramicheskoe-1972646161/,dekorativnoe-blyudo-keramicheskoe-1972646161,no,Декоративное блюдо керамическое,dekorativnoe-blyudo-keramicheskoe,,,dekorativnoe-blyudo-keramicheskoe,,dekorativnoe-blyudo-keramicheskoe,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/dekorativnoe-blyudo-keramicheskoe/
MU0105,Декоративное блюдо на ножке керамическое,Кухня и столовая,Посуда,/catalog/кухня-и-столовая/посуда/MU0105/,https://muru.ru/catalog/kukhnya-i-stolovaya/posuda/vaza-steklyannaya-vsplesk-784163062/,vaza-steklyannaya-vsplesk-784163062,no,Декоративное блюдо на ножке керамическое,dekorativnoe-blyudo-na-nozhke-keramicheskoe,,,dekorativnoe-blyudo-na-nozhke-keramicheskoe,,dekorativnoe-blyudo-na-nozhke-keramicheskoe,autotranslit (muru.ru slug has Bitrix suffix),kukhnya-i-stolovaya,posuda,/catalog/kukhnya-i-stolovaya/posuda/dekorativnoe-blyudo-na-nozhke-keramicheskoe/
MU0107,Сухоцветы эвкалипт,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0107/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-evkalipt/,sukhotsvety-evkalipt,yes,Сухоцветы эвкалипт,sukhotsvety-evkalipt,yes,yes,sukhotsvety-evkalipt,,sukhotsvety-evkalipt,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-evkalipt/
MU0108,Сухоцветы пшеница,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0108/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-pshenitsa/,sukhotsvety-pshenitsa,yes,Сухоцветы пшеница,sukhotsvety-pshenitsa,yes,yes,sukhotsvety-pshenitsa,,sukhotsvety-pshenitsa,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-pshenitsa/
MU0109,Сухоцветы лагурус,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0109/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-lagurus/,sukhotsvety-lagurus,yes,Сухоцветы лагурус,sukhotsvety-lagurus,yes,yes,sukhotsvety-lagurus,,sukhotsvety-lagurus,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-lagurus/
MU0110,Сухоцветы краспедия,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0110/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-kraspediya/,sukhotsvety-kraspediya,yes,Сухоцветы краспедия,sukhotsvety-kraspediya,yes,yes,sukhotsvety-kraspediya,,sukhotsvety-kraspediya,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-kraspediya/
MU0111,Сухоцветы озтамнус,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0111/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-oztamnus/,sukhotsvety-oztamnus,yes,Сухоцветы озтамнус,sukhotsvety-oztamnus,yes,yes,sukhotsvety-oztamnus,,sukhotsvety-oztamnus,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-oztamnus/
MU0112,Сухоцветы лимониум,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0112/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-limonium/,sukhotsvety-limonium,yes,Сухоцветы лимониум,sukhotsvety-limonium,yes,yes,sukhotsvety-limonium,,sukhotsvety-limonium,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-limonium/
MU0113,Сухоцветы искодия,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0113/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-iskodiya/,sukhotsvety-iskodiya,yes,Сухоцветы искодия,sukhotsvety-iskodiya,yes,yes,sukhotsvety-iskodiya,,sukhotsvety-iskodiya,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-iskodiya/
MU0114,Сухоцветы фалярис,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0114/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-falyaris/,sukhotsvety-falyaris,yes,Сухоцветы фалярис,sukhotsvety-falyaris,yes,yes,sukhotsvety-falyaris,,sukhotsvety-falyaris,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-falyaris/
MU0115,Сухоцветы лаванда,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0115/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-lavanda/,sukhotsvety-lavanda,yes,Сухоцветы лаванда,sukhotsvety-lavanda,yes,yes,sukhotsvety-lavanda,,sukhotsvety-lavanda,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-lavanda/
MU0116,Сухоцветы рускус,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0116/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-ruskus/,sukhotsvety-ruskus,yes,Сухоцветы рускус,sukhotsvety-ruskus,yes,yes,sukhotsvety-ruskus,,sukhotsvety-ruskus,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/sukhotsvety-ruskus/
MU0117,Букет из сухоцветов белый,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0117/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-belyy/,buket-iz-sukhotsvetov-belyy,yes,Букет из сухоцветов белый,buket-iz-sukhotsvetov-belyy,yes,yes,buket-iz-sukhotsvetov-belyy,,buket-iz-sukhotsvetov-belyy,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-belyy/
MU0118,Букет из сухоцветов розовый,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0118/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-rozovyy/,buket-iz-sukhotsvetov-rozovyy,yes,Букет из сухоцветов розовый,buket-iz-sukhotsvetov-rozovyy,yes,yes,buket-iz-sukhotsvetov-rozovyy,,buket-iz-sukhotsvetov-rozovyy,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-rozovyy/
MU0119,Букет из сухоцветов бело-розовый,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0119/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-belo-rozovyy/,buket-iz-sukhotsvetov-belo-rozovyy,yes,Букет из сухоцветов бело-розовый,buket-iz-sukhotsvetov-belo-rozovyy,yes,yes,buket-iz-sukhotsvetov-belo-rozovyy,,buket-iz-sukhotsvetov-belo-rozovyy,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-belo-rozovyy/
MU0120,Букет из сухоцветов бело-жёлтый,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0120/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-belo-zhyeltyy/,buket-iz-sukhotsvetov-belo-zhyeltyy,yes,Букет из сухоцветов бело-жёлтый,buket-iz-sukhotsvetov-belo-zheltyy,no,no,buket-iz-sukhotsvetov-belo-zheltyy,,buket-iz-sukhotsvetov-belo-zheltyy,autotranslit (muru.ru slug describes another product),naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-belo-zheltyy/
MU0121,Букет из сухоцветов натуральный,Натуральный декор,Сухоцветы,/catalog/натуральный-декор/сухоцветы/MU0121/,https://muru.ru/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-naturalnyy/,buket-iz-sukhotsvetov-naturalnyy,yes,Букет из сухоцветов натуральный,buket-iz-sukhotsvetov-naturalnyy,yes,yes,buket-iz-sukhotsvetov-naturalnyy,,buket-iz-sukhotsvetov-naturalnyy,muru.ru clean slug,naturalnyy-dekor,sukhotsvety,/catalog/naturalnyy-dekor/sukhotsvety/buket-iz-sukhotsvetov-naturalnyy/
MU0130,"Постер ""ЧИН-ЧИН"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0130/,https://muru.ru/catalog/interer/postery/lenta-dekorativnaya-kruzhevo-83450635/,lenta-dekorativnaya-kruzhevo-83450635,no,"Постер ""ЧИН-ЧИН"" малый",poster-chin-chin-malyy,,,poster-chin-chin-malyy,,poster-chin-chin-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-chin-chin-malyy/
MU0131,"Постер ""ЧИН-ЧИН"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0131/,https://muru.ru/catalog/interer/postery/lenta-dekorativnaya-barkhat/,lenta-dekorativnaya-barkhat,yes,"Постер ""ЧИН-ЧИН"" средний",poster-chin-chin-sredniy,no,no,poster-chin-chin-sredniy,,poster-chin-chin-sredniy,autotranslit (muru.ru slug describes another product),interer,postery,/catalog/interer/postery/poster-chin-chin-sredniy/
MU0132,"Постер ""ЧИН-ЧИН"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0132/,https://muru.ru/catalog/interer/postery/lenta-dekorativnaya-barkhat-1073152653/,lenta-dekorativnaya-barkhat-1073152653,no,"Постер ""ЧИН-ЧИН"" большой",poster-chin-chin-bolshoy,,,poster-chin-chin-bolshoy,,poster-chin-chin-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-chin-chin-bolshoy/
MU0133,"Постер ""Ты"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0133/,https://muru.ru/catalog/interer/postery/lenta-organza/,lenta-organza,yes,"Постер ""Ты"" малый",poster-ty-malyy,no,no,poster-ty-malyy,,poster-ty-malyy,autotranslit (muru.ru slug describes another product),interer,postery,/catalog/interer/postery/poster-ty-malyy/
MU0134,"Постер ""Ты"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0134/,https://muru.ru/catalog/interer/postery/poster-ty-918887323/,poster-ty-918887323,no,"Постер ""Ты"" средний",poster-ty-sredniy,,,poster-ty-sredniy,,poster-ty-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-ty-sredniy/
MU0135,"Постер ""Ты"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0135/,https://muru.ru/catalog/interer/postery/poster-ty-1245115439/,poster-ty-1245115439,no,"Постер ""Ты"" большой",poster-ty-bolshoy,,,poster-ty-bolshoy,,poster-ty-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-ty-bolshoy/
MU0136,"Постер ""Любовь витает в воздухе"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0136/,https://muru.ru/catalog/interer/postery/poster-lyubov-vitaet-v-vozdukhe-1741366160/,poster-lyubov-vitaet-v-vozdukhe-1741366160,no,"Постер ""Любовь витает в воздухе"" малый",poster-lyubov-vitaet-v-vozdukhe-malyy,,,poster-lyubov-vitaet-v-vozdukhe-malyy,,poster-lyubov-vitaet-v-vozdukhe-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-lyubov-vitaet-v-vozdukhe-malyy/
MU0137,"Постер ""Любовь витает в воздухе"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0137/,https://muru.ru/catalog/interer/postery/poster-lyubov-vitaet-v-vozdukhe-1747159258/,poster-lyubov-vitaet-v-vozdukhe-1747159258,no,"Постер ""Любовь витает в воздухе"" средний",poster-lyubov-vitaet-v-vozdukhe-sredniy,,,poster-lyubov-vitaet-v-vozdukhe-sredniy,,poster-lyubov-vitaet-v-vozdukhe-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-lyubov-vitaet-v-vozdukhe-sredniy/
MU0138,"Постер ""Любовь витает в воздухе"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0138/,https://muru.ru/catalog/interer/postery/poster-lyubov-vitaet-v-vozdukhe-225942377/,poster-lyubov-vitaet-v-vozdukhe-225942377,no,"Постер ""Любовь витает в воздухе"" большой",poster-lyubov-vitaet-v-vozdukhe-bolshoy,,,poster-lyubov-vitaet-v-vozdukhe-bolshoy,,poster-lyubov-vitaet-v-vozdukhe-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-lyubov-vitaet-v-vozdukhe-bolshoy/
MU0139,"Постер ""Ле Флер"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0139/,https://muru.ru/catalog/interer/postery/sekator-854100184/,sekator-854100184,no,"Постер ""Ле Флер"" малый",poster-le-fler-malyy,,,poster-le-fler-malyy,,poster-le-fler-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-le-fler-malyy/
MU0140,"Постер ""Ле Флер"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0140/,https://muru.ru/catalog/interer/postery/poster-le-fler-924747104/,poster-le-fler-924747104,no,"Постер ""Ле Флер"" средний",poster-le-fler-sredniy,,,poster-le-fler-sredniy,,poster-le-fler-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-le-fler-sredniy/
MU0141,"Постер ""Ле Флер"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0141/,https://muru.ru/catalog/interer/postery/poster-le-fler-310074394/,poster-le-fler-310074394,no,"Постер ""Ле Флер"" большой",poster-le-fler-bolshoy,,,poster-le-fler-bolshoy,,poster-le-fler-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-le-fler-bolshoy/
MU0142,"Постер ""Кувшин"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0142/,https://muru.ru/catalog/interer/postery/poster-kuvshin-54249288/,poster-kuvshin-54249288,no,"Постер ""Кувшин"" малый",poster-kuvshin-malyy,,,poster-kuvshin-malyy,,poster-kuvshin-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-kuvshin-malyy/
MU0143,"Постер ""Кувшин"" средний",Интерьер,Постеры,/catalog/интерьер/постеры/MU0143/,https://muru.ru/catalog/interer/postery/poster-kuvshin-1108530268/,poster-kuvshin-1108530268,no,"Постер ""Кувшин"" средний",poster-kuvshin-sredniy,,,poster-kuvshin-sredniy,,poster-kuvshin-sredniy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-kuvshin-sredniy/
MU0144,"Постер ""Кувшин"" большой",Интерьер,Постеры,/catalog/интерьер/постеры/MU0144/,https://muru.ru/catalog/interer/postery/poster-kuvshin-1717936444/,poster-kuvshin-1717936444,no,"Постер ""Кувшин"" большой",poster-kuvshin-bolshoy,,,poster-kuvshin-bolshoy,,poster-kuvshin-bolshoy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-kuvshin-bolshoy/
MU0145,"Постер ""Желтые цветы"" малый",Интерьер,Постеры,/catalog/интерьер/постеры/MU0145/,https://muru.ru/catalog/interer/postery/poster-zheltye-tsvety-692976146/,poster-zheltye-tsvety-692976146,no,"Постер ""Желтые цветы"" малый",poster-zheltye-tsvety-malyy,,,poster-zheltye-tsvety-malyy,,poster-zheltye-tsvety-malyy,autotranslit (muru.ru slug has Bitrix suffix),interer,postery,/catalog/interer/postery/poster-zheltye-tsvety-malyy/
